Spot No,Spot No,Source file,Fish code,My code,Region,My site,Na23_ppm,Mg24_ppm,Ni60_ppm,Cu63_ppm,Sr88_ppm,Ba137_ppm
6,6,Slide19 -NG1 - 06.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1480,8.35,0.037,0.170,3459,2.98
7,7,Slide19 -NG1 - 07.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1457,8.00,0.037,0.162,3519,2.64
8,margin,Slide19 -NG1 - 08.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1447,12.13,0.033,0.129,3633,3.41
1,core,Slide20 -NG2 - 01.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),3041,49.00,0.041,0.275,1805,8.61
2,2,Slide20 -NG2 - 02.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1899,13.26,0.040,0.088,1930,3.59
3,3,Slide20 -NG2 - 03.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1697,8.41,0.028,0.076,2506,2.95
4,4,Slide20 -NG2 - 04.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1701,9.55,0.036,0.075,2537,2.46
5,5,Slide20 -NG2 - 05.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1386,6.91,0.044,0.078,3398,2.73
6,6,Slide20 -NG2 - 06.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1291,6.83,0.100,0.094,3285,2.44
7,7,Slide20 -NG2 - 07.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1341,7.40,0.034,0.055,2820,2.13
8,8,Slide20 -NG2 - 08.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1213,6.66,0.044,0.085,3371,2.56
9,9,Slide20 -NG2 - 09.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1281,6.80,0.029,0.103,3433,2.64
10,10,Slide20 -NG2 - 10.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1189,6.56,0.032,0.133,3125,2.17
11,margin,Slide20 -NG2 - 11.d,LC 12-09-12_04,NG2,Kimberley,Ngalanguru Island (2/5),1128,6.63,0.034,0.087,3742,2.93
1,core,Slide19 -NG3 - 01.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),3296,67.90,0.039,0.320,1833,1.49
2,2,Slide19 -NG3 - 02.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),2056,15.77,0.035,0.083,1870,4.12
3,3,Slide19 -NG3 - 03.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1866,14.45,0.048,0.090,2169,2.83
4,4,Slide19 -NG3 - 04.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1638,8.78,0.029,0.142,2556,2.62
5,5,Slide19 -NG3 - 05.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1591,9.67,0.240,0.450,2632,3.24
6,6,Slide19 -NG3 - 06.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1580,8.24,0.035,0.160,2649,2.31
7,7,Slide19 -NG3 - 07.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1504,7.85,0.029,0.142,2778,2.22
8,8,Slide19 -NG3 - 08.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1628,7.88,0.033,0.154,2876,2.44
9,9,Slide19 -NG3 - 09.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1457,7.60,0.048,0.160,3144,2.16
10,margin,Slide19 -NG3 - 10.d,LC 12-09-12_02,NG3,Kimberley,Ngalanguru Island (2/5),1474,7.23,0.047,0.172,3002,2.37
1,core,Slide19 -NG4 - 01.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),3321,68.20,0.047,1.350,1561,1.33
2,2,Slide19 -NG4 - 02.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),2394,17.36,0.081,0.177,2023,5.83
3,3,Slide19 -NG4 - 03.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),2108,13.56,0.040,0.129,2165,4.16
4,4,Slide19 -NG4 - 04.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1754,8.73,0.038,0.106,2384,2.33
5,5,Slide19 -NG4 - 05.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1704,8.84,0.032,0.092,2433,2.02
6,6,Slide19 -NG4 - 06.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1546,6.87,0.042,0.125,2611,2.20
7,7,Slide19 -NG4 - 07.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1614,8.20,0.031,0.137,2690,2.15
8,8,Slide19 -NG4 - 08.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1523,6.93,0.036,0.122,2823,2.10
9,9,Slide19 -NG4 - 09.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1561,6.90,0.041,0.078,2862,2.10
10,margin,Slide19 -NG4 - 10.d,LC 12-09-12_03,NG4,Kimberley,Ngalanguru Island (2/5),1628,7.10,0.031,0.104,2712,2.13
1,core,Slide22 -NK1 - 01.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,2957,49.70,0.050,0.315,1768,3.08
2,2,Slide22 -NK1 - 02.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1602,7.83,0.039,0.244,2807,2.75
3,3,Slide22 -NK1 - 03.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1498,8.35,0.041,0.282,2823,2.81
4,4,Slide22 -NK1 - 04.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1433,7.13,0.046,0.264,3112,3.31
5,5,Slide22 -NK1 - 05.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1479,7.98,0.046,0.405,2685,1.93
6,6,Slide22 -NK1 - 06.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1436,7.67,0.043,0.373,2919,1.92
7,7,Slide22 -NK1 - 07.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1465,8.42,0.043,0.387,2690,1.81
8,8,Slide22 -NK1 - 08.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1467,7.18,0.042,0.433,3023,2.07
9,9,Slide22 -NK1 - 09.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1433,8.15,0.051,0.502,2838,1.91
10,margin,Slide22 -NK1 - 10.d,LC 15-05-13_02,NK1,Kimberley,Ngamakoon Offshore,1416,7.59,0.045,0.520,2830,2.37
1,core,Slide21 -NK4 - 01.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,2737,26.44,0.042,0.299,1598,1.19
2,2,Slide21 -NK4 - 02.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,2524,28.50,0.032,0.324,1612,1.40
3,3,Slide21 -NK4 - 03.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,2540,22.72,0.040,0.143,1585,1.16
4,4,Slide21 -NK4 - 04.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,2306,21.12,0.033,0.113,1534,1.00
5,5,Slide21 -NK4 - 05.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,1955,11.86,0.037,0.139,2012,1.52
6,6,Slide21 -NK4 - 06.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,2050,10.29,0.038,0.220,2145,1.46
7,7,Slide21 -NK4 - 07.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,1996,17.14,0.047,0.214,2027,1.70
8,8,Slide21 -NK4 - 08.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,1999,14.69,0.052,0.194,1865,1.52
9,9,Slide21 -NK4 - 09.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,1982,16.59,0.040,0.173,1814,1.50
10,margin,Slide21 -NK4 - 10.d,LC 15-05-13_05,NK4,Kimberley,Ngamakoon Offshore,2018,16.16,0.046,0.196,2074,1.44
1,core,Slide19 -PA1 - 01.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),3241,51.21,0.072,0.365,1725,5.73
2,2,Slide19 -PA1 - 02.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),3134,45.22,0.038,0.203,1651,6.25
3,3,Slide19 -PA1 - 03.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2885,42.68,0.031,0.143,1627,4.01
4,4,Slide19 -PA1 - 04.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2560,24.73,0.035,0.109,1561,1.89
5,5,Slide19 -PA1 - 05.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2588,22.98,0.037,0.089,1489,1.79
6,6,Slide19 -PA1 - 06.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2419,18.58,0.034,0.087,1597,1.79
7,7,Slide19 -PA1 - 07.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2279,16.72,0.037,0.090,1752,2.23
8,8,Slide19 -PA1 - 08.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2180,11.28,0.029,0.087,2026,2.93
9,9,Slide19 -PA1 - 09.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2577,22.11,0.048,0.095,1533,1.75
10,margin,Slide19 -PA1 - 10.d,LC 15-08-11_02,PA1,Kimberley,Intitut Islands (3/5),2317,19.58,0.049,0.137,1773,2.07
1,core,Slide20 -PA2 - 01.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),3065,32.30,0.029,0.376,1897,2.75
2,2,Slide20 -PA2 - 02.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),2394,25.69,0.035,0.139,1722,3.93
3,3,Slide20 -PA2 - 03.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),2406,28.66,0.026,0.140,1662,1.50
4,4,Slide20 -PA2 - 04.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),2215,19.62,0.037,0.114,1855,2.46
5,5,Slide20 -PA2 - 05.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),2022,10.94,0.035,0.136,2622,1.76
6,6,Slide20 -PA2 - 06.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),2007,17.02,0.028,0.109,2198,2.11
7,7,Slide20 -PA2 - 07.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),2102,12.86,0.031,0.105,2649,2.11
8,8,Slide20 -PA2 - 08.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),1891,11.28,0.024,0.133,3154,2.14
9,9,Slide20 -PA2 - 09.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),1815,9.98,0.038,0.165,3116,2.71
10,margin,Slide20 -PA2 - 10.d,LC 15-08-11_03,PA2,Kimberley,Intitut Islands (3/5),1970,9.65,0.030,0.132,3121,2.67
1,core,Slide19 -PA3 - 01.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),3224,29.63,0.043,0.298,2170,5.18
2,2,Slide19 -PA3 - 02.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2764,46.97,0.040,0.117,1660,3.24
3,3,Slide19 -PA3 - 03.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2743,36.75,0.034,0.117,1782,2.47
4,4,Slide19 -PA3 - 04.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2445,29.66,0.025,0.102,1838,1.79
5,5,Slide19 -PA3 - 05.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2436,21.54,0.047,0.122,1864,1.27
6,6,Slide19 -PA3 - 06.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2450,18.08,0.035,0.095,1772,1.21
7,7,Slide19 -PA3 - 07.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2326,21.63,0.036,0.111,2083,1.52
8,8,Slide19 -PA3 - 08.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2247,18.20,0.038,0.183,2344,1.80
9,9,Slide19 -PA3 - 09.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2146,14.56,0.031,0.118,2249,2.13
10,margin,Slide19 -PA3 - 10.d,LC 15-08-11_01,PA3,Kimberley,Intitut Islands (3/5),2228,15.04,0.027,0.263,2152,1.61
1,core,Slide22 -PA4 - 01.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),2878,39.04,0.030,0.317,1736,7.65
2,2,Slide22 -PA4 - 02.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),2329,12.34,0.036,0.110,1824,16.61
3,3,Slide22 -PA4 - 03.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1928,10.67,0.033,0.086,2047,4.74
4,4,Slide22 -PA4 - 04.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1842,11.05,0.042,0.123,1713,2.21
5,5,Slide22 -PA4 - 05.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1584,8.10,0.039,0.086,2402,2.36
6,6,Slide22 -PA4 - 06.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1748,8.90,0.028,0.120,2351,2.39
7,7,Slide22 -PA4 - 07.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1550,7.39,0.025,0.070,2496,1.93
8,8,Slide22 -PA4 - 08.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1511,7.06,0.044,0.082,2477,1.59
9,margin,Slide22 -PA4 - 09.d,LC 15-08-12_06,PA4,Kimberley,Intitut Islands (2/5),1405,6.52,0.031,0.081,2859,1.87
1,core,Dd - 1.d,LC-P1-01,PI1,Pilbara,Passage Islands,3053,31.84,0.202,0.458,2261,3.65
2,2,Dd - 2.d,LC-P1-01,PI1,Pilbara,Passage Islands,2429,22.17,0.185,0.318,2156,7.70
3,3,Dd - 3.d,LC-P1-01,PI1,Pilbara,Passage Islands,2881,19.51,0.128,0.337,1947,1.96
4,4,Dd - 4.d,LC-P1-01,PI1,Pilbara,Passage Islands,2316,26.29,0.156,0.226,2225,2.28
5,5,Dd - 5.d,LC-P1-01,PI1,Pilbara,Passage Islands,2406,15.90,0.165,0.230,2463,1.99
6,6,Dd - 6.d,LC-P1-01,PI1,Pilbara,Passage Islands,2475,20.58,0.166,0.204,2182,1.51
7,7,Dd - 7.d,LC-P1-01,PI1,Pilbara,Passage Islands,2429,16.23,0.171,0.196,2327,1.65
8,8,Dd - 8.d,LC-P1-01,PI1,Pilbara,Passage Islands,2444,15.69,0.157,0.249,3112,2.52
9,margin,Dd - 9.d,LC-P1-01,PI1,Pilbara,Passage Islands,2439,28.39,0.219,0.347,3015,2.39
1,core,Ga - 1.d,LC-P1-02,PI2,Pilbara,Passage Islands,3632,59.80,0.195,0.398,2171,3.29
2,2,Ga - 2.d,LC-P1-02,PI2,Pilbara,Passage Islands,3124,50.47,0.192,0.238,2172,1.69
3,3,Ga - 3.d,LC-P1-02,PI2,Pilbara,Passage Islands,2636,45.10,0.179,0.144,1552,0.96
4,4,Ga - 4.d,LC-P1-02,PI2,Pilbara,Passage Islands,2814,28.17,0.170,0.203,1517,0.90
5,5,Ga - 5.d,LC-P1-02,PI2,Pilbara,Passage Islands,2392,24.76,0.213,0.160,1792,0.99
6,6,Ga - 6.d,LC-P1-02,PI2,Pilbara,Passage Islands,2424,19.24,0.179,0.178,2112,1.95
7,7,Ga - 7.d,LC-P1-02,PI2,Pilbara,Passage Islands,2378,21.14,0.150,0.162,2678,2.04
8,8,Ga - 8.d,LC-P1-02,PI2,Pilbara,Passage Islands,2286,18.28,0.179,0.187,2111,1.46
9,9,Ga - 9.d,LC-P1-02,PI2,Pilbara,Passage Islands,2381,27.47,0.167,0.254,2685,2.17
10,10,Ga - 10.d,LC-P1-02,PI2,Pilbara,Passage Islands,2110,18.48,0.170,0.179,2195,1.77
11,margin,Ga - 11.d,LC-P1-02,PI2,Pilbara,Passage Islands,2094,30.10,0.184,0.216,2674,2.53
1,core,Jb - 1.d,LC-P1-03,PI3,Pilbara,Passage Islands,3839,64.70,0.167,0.403,2320,1.81
2,2,Jb - 2.d,LC-P1-03,PI3,Pilbara,Passage Islands,2575,21.61,0.183,0.364,2719,3.25
3,3,Jb - 3.d,LC-P1-03,PI3,Pilbara,Passage Islands,2136,21.99,0.221,0.645,2940,3.34
4,4,Jb - 4.d,LC-P1-03,PI3,Pilbara,Passage Islands,1951,22.22,0.174,0.521,3195,3.31
5,5,Jb - 5.d,LC-P1-03,PI3,Pilbara,Passage Islands,1808,19.90,0.180,0.491,3761,3.56
6,6,Jb - 6.d,LC-P1-03,PI3,Pilbara,Passage Islands,1866,23.95,0.201,0.584,3512,2.76
7,7,Jb - 7.d,LC-P1-03,PI3,Pilbara,Passage Islands,1846,26.81,0.203,0.845,3904,3.18
8,8,Jb - 8.d,LC-P1-03,PI3,Pilbara,Passage Islands,1863,34.45,0.190,0.693,3942,3.51
9,margin,Jb - 9.d,LC-P1-03,PI3,Pilbara,Passage Islands,1691,37.34,0.175,0.506,3929,5.00
1,core,Cf - 1.d,LC-ON-01,PO1,Pilbara,Paroo,3998,158.40,0.181,0.374,1934,10.80
2,2,Cf - 2.d,LC-ON-01,PO1,Pilbara,Paroo,2839,24.54,0.161,0.210,1443,5.84
3,3,Cf - 3.d,LC-ON-01,PO1,Pilbara,Paroo,2604,15.21,0.172,0.162,1653,2.37
4,4,Cf - 4.d,LC-ON-01,PO1,Pilbara,Paroo,2472,22.60,0.159,0.162,2048,2.07
5,5,Cf - 5.d,LC-ON-01,PO1,Pilbara,Paroo,2098,21.64,0.194,0.118,2892,1.96
6,margin,Cf - 6.d,LC-ON-01,PO1,Pilbara,Paroo,1760,77.70,Below LOD,1.060,2640,3.80
1,core,Eb - 1.d,LC-ON-02,PO2,Pilbara,Paroo,3406,55.80,0.211,0.572,2109,1.53
2,2,Eb - 2.d,LC-ON-02,PO2,Pilbara,Paroo,3062,29.71,0.191,0.385,1881,14.44
3,3,Eb - 3.d,LC-ON-02,PO2,Pilbara,Paroo,2082,18.93,0.200,0.255,2322,2.22
4,margin,Eb - 4.d,LC-ON-02,PO2,Pilbara,Paroo,1801,24.47,7.100,0.813,2938,3.29
1,core,Hb - 1.d,LC-ON-03,PO3,Pilbara,Paroo,3846,59.50,0.225,0.582,2191,2.46
2,2,Hb - 2.d,LC-ON-03,PO3,Pilbara,Paroo,2997,47.10,0.158,0.285,2080,2.21
3,3,Hb - 3.d,LC-ON-03,PO3,Pilbara,Paroo,2640,33.87,0.141,0.188,1898,1.86
4,4,Hb - 4.d,LC-ON-03,PO3,Pilbara,Paroo,2398,17.76,0.177,0.202,1959,3.32
5,5,Hb - 5.d,LC-ON-03,PO3,Pilbara,Paroo,1933,15.08,0.159,0.190,2170,3.31
6,6,Hb - 6.d,LC-ON-03,PO3,Pilbara,Paroo,2024,11.19,0.180,0.172,3107,2.80
7,7,Hb - 7.d,LC-ON-03,PO3,Pilbara,Paroo,1873,13.14,0.183,0.155,2610,2.41
8,margin,Hb - 8.d,LC-ON-03,PO3,Pilbara,Paroo,1732,12.80,0.168,0.148,3061,2.46
1,core,Fb - 1.d,LC-ON-04,PO4,Pilbara,Paroo,3282,50.10,0.137,1.468,1944,2.55
2,2,Fb - 2.d,LC-ON-04,PO4,Pilbara,Paroo,2732,27.40,0.245,0.278,1667,6.51
3,3,Fb - 3.d,LC-ON-04,PO4,Pilbara,Paroo,2270,14.15,0.224,0.648,2494,4.06
4,4,Fb - 4.d,LC-ON-04,PO4,Pilbara,Paroo,1865,17.58,0.189,1.000,2703,3.00
5,5,Fb - 5.d,LC-ON-04,PO4,Pilbara,Paroo,1843,18.41,0.189,1.563,3240,4.14
6,6,Fb - 6.d,LC-ON-04,PO4,Pilbara,Paroo,1784,19.92,0.173,1.510,3396,4.26
7,7,Fb - 7.d,LC-ON-04,PO4,Pilbara,Paroo,1759,18.47,0.186,1.048,3619,3.85
8,8,Fb - 8.d,LC-ON-04,PO4,Pilbara,Paroo,1797,22.08,0.178,1.510,3884,4.75
9,9,Fb - 9.d,LC-ON-04,PO4,Pilbara,Paroo,1852,28.11,0.168,1.684,3823,4.33
10,10,Fb - 10.d,LC-ON-04,PO4,Pilbara,Paroo,1825,20.30,0.161,1.096,3739,4.58
11,11,Fb - 11.d,LC-ON-04,PO4,Pilbara,Paroo,1769,31.80,0.171,1.940,3595,3.90
12,12,Fb - 12.d,LC-ON-04,PO4,Pilbara,Paroo,1890,35.40,Below LOD,5.100,3500,4.71
13,margin,Fb - 13.d,LC-ON-04,PO4,Pilbara,Paroo,Below LOD,106.00,48.000,380.000,9800,Below LOD
1,core,Slide21 -RB1 - 01.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,3300,51.00,0.041,0.328,2010,23.63
2,2,Slide21 -RB1 - 02.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,2873,32.23,0.059,0.425,1797,2.64
3,3,Slide21 -RB1 - 03.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,2350,22.77,0.041,0.171,1977,3.82
4,4,Slide21 -RB1 - 04.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,1912,13.57,0.046,0.127,2163,2.82
5,5,Slide21 -RB1 - 05.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,1848,20.16,0.053,0.212,2451,2.47
6,6,Slide21 -RB1 - 06.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,1699,24.44,0.072,0.284,2805,2.83
7,7,Slide21 -RB1 - 07.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,1617,33.09,0.052,0.184,2789,2.02
8,margin,Slide21 -RB1 - 08.d,LC-EX1-01,RB1,Gascoyne,Roberts Island,1584,41.87,0.056,0.231,2693,1.99
1,core,Slide22 -RB2 - 01.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,3274,52.77,0.054,0.490,1540,2.69
2,2,Slide22 -RB2 - 02.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,2625,39.70,0.090,0.377,1709,5.58
3,3,Slide22 -RB2 - 03.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,2402,38.40,0.082,0.269,2018,9.50
4,4,Slide22 -RB2 - 04.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,1722,21.50,0.049,0.170,2126,1.89
5,5,Slide22 -RB2 - 05.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,1599,25.31,0.074,0.244,3046,2.60
6,6,Slide22 -RB2 - 06.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,1542,28.97,0.086,0.296,3136,1.84
7,margin,Slide22 -RB2 - 07.d,LC-EX1-10,RB2,Gascoyne,Roberts Island,1573,42.72,0.093,0.382,2894,1.72
1,core,Slide20 -RB3 - 01.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,2830,50.80,0.540,0.770,1803,2.87
2,2,Slide20 -RB3 - 02.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,2491,15.94,0.169,0.191,2064,3.27
3,3,Slide20 -RB3 - 03.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,2220,11.68,0.103,0.139,2099,1.63
4,4,Slide20 -RB3 - 04.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,2057,14.40,0.390,0.260,2227,1.45
5,5,Slide20 -RB3 - 05.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,1853,11.94,0.080,0.104,2912,1.39
6,6,Slide20 -RB3 - 06.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,1911,15.05,0.119,0.114,2260,1.65
7,7,Slide20 -RB3 - 07.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,1647,13.20,0.063,0.095,3442,2.69
8,8,Slide20 -RB3 - 08.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,1649,18.83,0.065,0.102,3362,2.57
9,9,Slide20 -RB3 - 09.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,1647,20.92,0.118,0.169,3245,2.22
10,margin,Slide20 -RB3 - 10.d,LC-EX1-02,RB3,Gascoyne,Roberts Island,1610,25.55,0.129,0.125,2797,2.09
1,core,Slide22 -KC4 - 01.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,2836,36.78,0.110,0.181,1770,2.56
2,2,Slide22 -KC4 - 02.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,2268,16.90,0.060,0.160,2043,3.77
3,3,Slide22 -KC4 - 03.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,2150,15.66,0.091,0.144,2028,3.53
4,4,Slide22 -KC4 - 04.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,1901,13.08,0.050,0.086,2342,3.60
5,5,Slide22 -KC4 - 05.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,1734,9.78,0.047,0.081,3380,4.87
6,6,Slide22 -KC4 - 06.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,1706,12.17,0.070,0.086,2277,2.13
7,7,Slide22 -KC4 - 07.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,1695,16.46,0.052,0.075,2357,2.12
8,margin,Slide22 -KC4 - 08.d,LC-EX1-03,RB4,Gascoyne,Roberts Island,1549,12.54,0.095,0.145,2497,1.81
1,core,Ff - 1.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),3527,79.40,0.176,0.980,1796,1.85
2,2,Ff - 2.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),2280,18.36,0.195,0.897,1985,2.42
3,3,Ff - 3.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),1917,18.41,0.158,0.261,2349,2.23
4,4,Ff - 4.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),2000,19.07,0.199,0.226,2535,2.63
5,5,Ff - 5.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),2018,17.35,0.147,0.212,2888,3.15
6,6,Ff - 6.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),1996,13.86,0.178,0.262,2746,3.45
7,7,Ff - 7.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),1922,12.26,0.177,0.243,3284,5.13
8,8,Ff - 8.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),1950,12.08,0.233,0.362,3518,5.21
9,9,Ff - 9.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),1964,12.31,0.219,0.315,3616,4.66
10,margin,Ff - 10.d,LC 13-09-11_01W,RP1,Kimberley,Raft Point (07/10),2740,56.00,Below LOD,9.600,3110,4.30
1,core,Ca - 1.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),3923,59.30,0.240,0.621,2329,2.34
2,2,Ca - 2.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),2607,21.79,Below LOD,0.172,2164,3.38
3,3,Ca - 3.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),2209,14.51,0.169,0.140,2489,2.72
4,4,Ca - 4.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),2038,13.82,0.166,0.145,2598,2.04
5,5,Ca - 5.d,LC 13-09-11_03W,RP2,Kimberley,Raft Point (07/10),1908,13.42,0.175,0.134,2841,2.34
